event,time,magnitude,magnitude error,upper limit,band,instrument,telescope
SN2016coi,57573.98,16.457,0.054,F,B,,Konkoly
SN2016coi,57573.98,14.919,0.071,F,V,,Konkoly
SN2016coi,57573.98,14.171,0.031,F,R,,Konkoly
SN2016coi,57573.98,13.999,0.027,F,I,,Konkoly
SN2016coi,57574.13,16.491,0.013,F,B,,LCO (SAAO)
SN2016coi,57574.13,14.907,0.006,F,V,,LCO (SAAO)
SN2016coi,57574.70,17.065,0.046,F,U,,TNT
SN2016coi,57574.70,16.424,0.008,F,B,,TNT
SN2016coi,57574.70,14.935,0.005,F,V,,TNT
SN2016coi,57574.70,14.172,0.003,F,R,,TNT
SN2016coi,57574.70,13.993,0.004,F,I,,TNT
SN2016coi,57576.01,16.543,0.085,F,B,,Konkoly
SN2016coi,57576.01,15.009,0.064,F,V,,Konkoly
SN2016coi,57576.01,14.266,0.034,F,R,,Konkoly
SN2016coi,57576.01,14.051,0.020,F,I,,Konkoly
SN2016coi,57576.40,16.588,0.009,F,B,,LCO (CTIO)
SN2016coi,57576.40,15.004,0.004,F,V,,LCO (CTIO)
SN2016coi,57578.97,16.602,0.066,F,B,,Konkoly
SN2016coi,57578.97,15.150,0.049,F,V,,Konkoly
SN2016coi,57578.97,14.386,0.041,F,R,,Konkoly
SN2016coi,57578.97,14.153,0.036,F,I,,Konkoly
SN2016coi,57579.98,16.629,0.097,F,B,,Konkoly
SN2016coi,57579.98,15.178,0.049,F,V,,Konkoly
SN2016coi,57579.98,14.472,0.066,F,R,,Konkoly
SN2016coi,57579.98,14.186,0.034,F,I,,Konkoly
SN2016coi,57581.09,16.724,0.011,F,B,,LCO (SAAO)
SN2016coi,57581.09,15.172,0.005,F,V,,LCO (SAAO)
SN2016coi,57587.11,16.901,0.141,F,B,,LCO (SAAO)
SN2016coi,57587.11,15.396,0.015,F,V,,LCO (SAAO)
SN2016coi,57594.73,16.981,0.019,F,B,,LCO (SSO)
SN2016coi,57594.73,15.575,0.007,F,V,,LCO (SSO)
SN2016coi,57601.32,17.085,0.011,F,B,,LCO (CTIO)
SN2016coi,57601.32,15.724,0.005,F,V,,LCO (CTIO)
SN2016coi,57602.67,15.770,1.776,F,V,,LJT
SN2016coi,57602.67,15.055,0.003,F,R,,LJT
SN2016coi,57603.86,16.984,0.061,F,B,,Konkoly
SN2016coi,57603.86,15.806,0.047,F,V,,Konkoly
SN2016coi,57603.86,15.072,0.036,F,R,,Konkoly
SN2016coi,57603.86,14.618,0.036,F,I,,Konkoly
SN2016coi,57603.90,17.069,0.091,F,B,,Konkoly
SN2016coi,57603.90,15.795,0.053,F,V,,Konkoly
SN2016coi,57603.90,15.071,0.036,F,R,,Konkoly
SN2016coi,57603.90,14.647,0.028,F,I,,Konkoly
SN2016coi,57609.00,17.233,0.021,F,B,,LCO (SAAO)
SN2016coi,57609.00,15.888,0.010,F,V,,LCO (SAAO)
SN2016coi,57613.00,17.139,0.065,F,B,,Konkoly
SN2016coi,57613.00,15.953,0.064,F,V,,Konkoly
SN2016coi,57613.00,15.270,0.037,F,R,,Konkoly
SN2016coi,57613.00,14.783,0.021,F,I,,Konkoly
SN2016coi,57613.58,17.203,0.010,F,B,,LJT
SN2016coi,57613.58,15.972,0.003,F,V,,LJT
SN2016coi,57613.58,15.280,0.003,F,R,,LJT
SN2016coi,57617.75,17.090,0.040,F,B,,LJT
SN2016coi,57617.75,16.058,0.014,F,V,,LJT
SN2016coi,57617.75,15.275,0.058,F,R,,LJT
SN2016coi,57620.56,16.109,0.001,F,V,,LJT
SN2016coi,57620.56,15.424,0.001,F,R,,LJT
SN2016coi,57621.01,17.205,0.061,F,B,,LCO (SAAO)
SN2016coi,57621.01,16.022,0.032,F,V,,LCO (SAAO)
SN2016coi,57622.64,17.290,0.001,F,B,,LJT
SN2016coi,57622.64,16.110,0.001,F,V,,LJT
SN2016coi,57622.64,15.426,0.003,F,R,,LJT
SN2016coi,57622.64,14.857,0.001,F,I,,LJT
SN2016coi,57623.68,17.302,0.012,F,B,,LJT
SN2016coi,57623.68,16.118,0.003,F,V,,LJT
SN2016coi,57623.68,15.444,0.001,F,R,,LJT
SN2016coi,57625.65,17.313,0.013,F,B,,LJT
SN2016coi,57625.65,16.143,0.002,F,V,,LJT
SN2016coi,57625.65,15.479,0.001,F,R,,LJT
SN2016coi,57625.90,17.238,0.085,F,B,,Konkoly
SN2016coi,57625.90,16.165,0.041,F,V,,Konkoly
SN2016coi,57625.90,15.501,0.046,F,R,,Konkoly
SN2016coi,57625.90,15.003,0.025,F,I,,Konkoly
SN2016coi,57627.97,17.369,0.032,F,B,,LCO (SAAO)
SN2016coi,57627.97,16.151,0.014,F,V,,LCO (SAAO)
SN2016coi,57631.88,17.329,0.073,F,B,,Konkoly
SN2016coi,57631.88,16.234,0.049,F,V,,Konkoly
SN2016coi,57631.88,15.625,0.054,F,R,,Konkoly
SN2016coi,57631.88,15.088,0.040,F,I,,Konkoly
SN2016coi,57638.89,17.367,0.062,F,B,,Konkoly
SN2016coi,57638.89,16.391,0.050,F,V,,Konkoly
SN2016coi,57638.89,15.702,0.038,F,R,,Konkoly
SN2016coi,57638.89,15.192,0.014,F,I,,Konkoly
SN2016coi,57642.94,17.565,0.041,F,B,,LCO (SAAO)
SN2016coi,57642.94,16.387,0.016,F,V,,LCO (SAAO)
SN2016coi,57646.78,17.544,0.173,F,B,,Konkoly
SN2016coi,57646.78,16.483,0.072,F,V,,Konkoly
SN2016coi,57646.78,15.807,0.028,F,R,,Konkoly
SN2016coi,57646.78,15.346,0.040,F,I,,Konkoly
SN2016coi,57649.92,17.435,0.083,F,B,,LCO (SAAO)
SN2016coi,57649.92,16.503,0.031,F,V,,LCO (SAAO)
SN2016coi,57654.75,17.564,0.128,F,B,,Konkoly
SN2016coi,57654.75,16.544,0.102,F,V,,Konkoly
SN2016coi,57654.75,15.916,0.057,F,R,,Konkoly
SN2016coi,57654.75,15.423,0.033,F,I,,Konkoly
SN2016coi,57656.89,17.724,0.027,F,B,,LCO (SAAO)
SN2016coi,57656.89,16.595,0.011,F,V,,LCO (SAAO)
SN2016coi,57660.81,17.639,0.048,F,B,,Konkoly
SN2016coi,57660.81,16.709,0.066,F,V,,Konkoly
SN2016coi,57660.81,16.031,0.034,F,R,,Konkoly
SN2016coi,57660.81,15.577,0.028,F,I,,Konkoly
SN2016coi,57668.68,17.891,0.017,F,B,,TNT
SN2016coi,57668.68,16.848,0.016,F,V,,TNT
SN2016coi,57668.68,16.142,0.010,F,R,,TNT
SN2016coi,57668.68,15.687,0.010,F,I,,TNT
SN2016coi,57669.53,17.805,0.012,F,B,,TNT
SN2016coi,57669.53,16.807,0.010,F,V,,TNT
SN2016coi,57669.53,16.110,0.007,F,R,,TNT
SN2016coi,57669.53,15.661,0.007,F,I,,TNT
SN2016coi,57670.50,17.831,0.011,F,B,,TNT
SN2016coi,57670.50,16.840,0.011,F,V,,TNT
SN2016coi,57670.50,16.146,0.007,F,R,,TNT
SN2016coi,57670.50,15.667,0.007,F,I,,TNT
SN2016coi,57671.53,16.916,0.029,F,V,,TNT
SN2016coi,57671.53,16.143,0.016,F,R,,TNT
SN2016coi,57671.53,15.683,0.012,F,I,,TNT
SN2016coi,57680.11,18.076,0.041,F,B,,LCO (CTIO)
SN2016coi,57680.11,17.020,0.022,F,V,,LCO (CTIO)
SN2016coi,57683.46,18.023,0.015,F,B,,LCO (SSO)
SN2016coi,57683.46,17.040,0.010,F,V,,LCO (SSO)
SN2016coi,57683.72,17.935,0.088,F,B,,Konkoly
SN2016coi,57683.72,17.109,0.051,F,V,,Konkoly
SN2016coi,57683.72,16.316,0.030,F,R,,Konkoly
SN2016coi,57683.72,15.948,0.027,F,I,,Konkoly
SN2016coi,57684.51,17.083,0.046,F,V,,TNT
SN2016coi,57684.51,16.350,0.015,F,R,,TNT
SN2016coi,57684.51,15.896,0.093,F,I,,TNT
SN2016coi,57685.64,18.074,0.028,F,B,,TNT
SN2016coi,57685.64,17.133,0.018,F,V,,TNT
SN2016coi,57685.64,16.369,0.009,F,R,,TNT
SN2016coi,57685.64,15.978,0.128,F,I,,TNT
SN2016coi,57687.57,17.184,0.096,F,V,,TNT
SN2016coi,57692.48,18.181,0.016,F,B,,TNT
SN2016coi,57692.48,17.209,0.014,F,V,,TNT
SN2016coi,57692.48,16.443,0.010,F,R,,TNT
SN2016coi,57692.48,16.072,0.009,F,I,,TNT
SN2016coi,57696.52,18.196,0.021,F,B,,TNT
SN2016coi,57696.52,17.273,0.010,F,V,,TNT
SN2016coi,57696.52,16.107,0.008,F,I,,TNT
SN2016coi,57697.46,18.290,0.024,F,B,,TNT
SN2016coi,57697.46,17.305,0.017,F,V,,TNT
SN2016coi,57697.46,16.527,0.009,F,R,,TNT
SN2016coi,57697.46,16.154,0.010,F,I,,TNT
SN2016coi,57699.46,17.305,0.035,F,V,,TNT
SN2016coi,57699.46,16.489,0.019,F,R,,TNT
SN2016coi,57699.46,16.093,0.026,F,I,,TNT
SN2016coi,57699.75,18.374,0.036,F,B,,LCO (SAAO)
SN2016coi,57699.75,17.280,0.020,F,V,,LCO (SAAO)
SN2016coi,57700.49,17.362,0.013,F,V,,TNT
SN2016coi,57700.49,16.536,0.007,F,R,,TNT
SN2016coi,57700.49,16.200,0.009,F,I,,TNT
SN2016coi,57702.53,17.377,0.024,F,V,,TNT
SN2016coi,57702.53,16.565,0.014,F,R,,TNT
SN2016coi,57703.56,18.407,0.004,F,B,,LJT
SN2016coi,57703.56,17.435,0.002,F,V,,LJT
SN2016coi,57703.56,16.587,0.003,F,R,,LJT
SN2016coi,57704.48,17.501,0.048,F,V,,TNT
SN2016coi,57704.48,16.480,0.023,F,R,,TNT
SN2016coi,57706.42,18.410,0.041,F,B,,TNT
SN2016coi,57706.42,17.449,0.025,F,V,,TNT
SN2016coi,57706.42,16.600,0.013,F,R,,TNT
SN2016coi,57706.42,20.350,0.014,F,I,,TNT
SN2016coi,57706.73,18.308,0.082,F,B,,Konkoly
SN2016coi,57706.73,17.566,0.067,F,V,,Konkoly
SN2016coi,57706.73,16.598,0.060,F,R,,Konkoly
SN2016coi,57706.73,16.297,0.048,F,I,,Konkoly
SN2016coi,57707.44,17.456,0.036,F,V,,TNT
SN2016coi,57707.44,16.624,0.014,F,R,,TNT
SN2016coi,57708.42,18.480,0.020,F,B,,TNT
SN2016coi,57708.42,17.547,0.014,F,V,,TNT
SN2016coi,57708.42,16.679,0.007,F,R,,TNT
SN2016coi,57708.42,16.373,0.008,F,I,,TNT
SN2016coi,57711.52,18.530,0.040,F,B,,TNT
SN2016coi,57711.52,17.647,0.309,F,V,,TNT
SN2016coi,57711.52,16.687,0.018,F,R,,TNT
SN2016coi,57711.52,16.395,0.019,F,I,,TNT
SN2016coi,57713.76,18.415,0.045,F,B,,Konkoly
SN2016coi,57713.76,17.615,0.030,F,V,,Konkoly
SN2016coi,57713.76,16.685,0.037,F,R,,Konkoly
SN2016coi,57713.76,16.443,0.028,F,I,,Konkoly
SN2016coi,57714.45,18.271,0.362,F,B,,TNT
SN2016coi,57714.45,17.452,0.066,F,V,,TNT
SN2016coi,57714.45,16.679,0.058,F,R,,TNT
SN2016coi,57714.45,16.403,0.034,F,I,,TNT
SN2016coi,57715.44,18.536,0.034,F,B,,TNT
SN2016coi,57715.44,17.635,0.027,F,V,,TNT
SN2016coi,57715.44,16.694,0.014,F,R,,TNT
SN2016coi,57715.44,16.442,0.017,F,I,,TNT
SN2016coi,57716.02,17.596,0.036,F,V,,LCO (CTIO)
SN2016coi,57716.14,18.574,0.025,F,B,,LCO (McDonald)
SN2016coi,57716.14,17.612,0.023,F,V,,LCO (McDonald)
SN2016coi,57716.56,17.677,0.016,F,V,,TNT
SN2016coi,57716.56,16.721,0.009,F,R,,TNT
SN2016coi,57716.56,16.463,0.010,F,I,,TNT
SN2016coi,57718.43,18.522,0.016,F,B,,TNT
SN2016coi,57718.43,17.693,0.014,F,V,,TNT
SN2016coi,57718.43,16.770,0.008,F,R,,TNT
SN2016coi,57718.43,16.494,0.010,F,I,,TNT
SN2016coi,57719.49,18.543,0.023,F,B,,TNT
SN2016coi,57719.49,17.697,0.018,F,V,,TNT
SN2016coi,57719.49,16.806,0.008,F,R,,TNT
SN2016coi,57719.49,16.525,0.019,F,I,,TNT
SN2016coi,57720.46,18.590,0.012,F,B,,TNT
SN2016coi,57720.46,17.739,0.011,F,V,,TNT
SN2016coi,57720.46,16.537,0.007,F,I,,TNT
SN2016coi,57722.46,18.641,0.020,F,B,,TNT
SN2016coi,57722.46,17.765,0.017,F,V,,TNT
SN2016coi,57722.46,16.834,0.007,F,R,,TNT
SN2016coi,57723.42,18.633,0.025,F,B,,TNT
SN2016coi,57723.42,17.796,0.023,F,V,,TNT
SN2016coi,57723.42,16.854,0.014,F,R,,TNT
SN2016coi,57723.42,16.587,0.016,F,I,,TNT
SN2016coi,57725.67,18.668,0.108,F,B,,Konkoly
SN2016coi,57725.67,17.880,0.052,F,V,,Konkoly
SN2016coi,57725.67,16.834,0.065,F,R,,Konkoly
SN2016coi,57725.67,16.625,0.035,F,I,,Konkoly
SN2016coi,57732.13,18.836,0.069,F,B,,LCO (McDonald)
SN2016coi,57732.13,17.969,0.047,F,V,,LCO (McDonald)
SN2016coi,57738.75,18.887,0.100,F,B,,Konkoly
SN2016coi,57738.75,18.193,0.061,F,V,,Konkoly
SN2016coi,57738.75,17.047,0.047,F,R,,Konkoly
SN2016coi,57738.75,16.906,0.028,F,I,,Konkoly
SN2016coi,57744.70,18.942,0.056,F,B,,Konkoly
SN2016coi,57744.70,18.333,0.049,F,V,,Konkoly
SN2016coi,57744.70,17.175,0.037,F,R,,Konkoly
SN2016coi,57744.70,16.950,0.031,F,I,,Konkoly
SN2016coi,57759.06,19.092,0.051,F,B,,LCO (McDonald)
SN2016coi,57759.06,18.462,0.049,F,V,,LCO (McDonald)
SN2016coi,57774.70,19.294,0.158,F,B,,Konkoly
SN2016coi,57774.70,18.970,0.106,F,V,,Konkoly
SN2016coi,57774.70,17.582,0.070,F,R,,Konkoly
SN2016coi,57774.70,17.435,0.062,F,I,,Konkoly
